review_id,publish_date,rating,company_size,job_title,full_content,is_ai_relevant
10525763,2024-11-18T00:00:00,5.0,Small-Business(50 or fewer emp.),Customer Success Specialist,"What do you like best about Intercom?
Intercom took every main need Customer Support teams need to executure the best job for our customers and turned it into a high quality, multi-functional use for CS teams- and did so while making it the most user-friendly application. Our team has used other *big name apps I won't mention* and we all have agreed Intercom is the BEAST of these. Not only does Intercom hardly lack featues, they consistantly listen to the needs of teams and work accordingly. I don't ever see us not having Intercom in our journey.

What do you dislike about Intercom?
There really are no dislikes about Intercom. Is there features they lack? I mean, yea. Just lik every other app in this world. With Intercom, you can count on your voice being heard and your needs deeply considered.

What problems is Intercom solving and how is that benefiting you?
The ease of customization to fit our business and the customers' needs within it.",True
10579269,2024-11-28T00:00:00,5.0,Small-Business(50 or fewer emp.),Solutions Engineer Lead,"What do you like best about Intercom?
Intercom has revolutionized how our team handles customer support. The AI features, particularly Fin, have drastically reduced response times by addressing repetitive inquiries and freeing up our team to tackle complex issues. We love how easy it is to build workflows, automate outreach, and manage customer interactions across multiple channels. The Knowledge Hub is a fantastic feature, enabling us to centralize resources like articles and FAQs for seamless updates. Intercom's integrations with our tech stack are top-notch, making it incredibly versatile and efficient.

What do you dislike about Intercom?
Occasionally, we’ve encountered minor lags when the platform is processing a high volume of data.
A lot of features we would like to try out but can get quite expensive quite fast for small teams.

What problems is Intercom solving and how is that benefiting you?
Helping us to supercharge our customer support by creating custom workflows and proactive support based on customer segmentation",True
10585542,2024-12-15T00:00:00,5.0,Mid-Market(51-1000 emp.),Customer Concierge Specialist,"What do you like best about Intercom?
Intercom was a great help to me in improving my skills on how to provide a precise and concised information to my clients. It was easy to use as it provides you all the necessary response template. All you have to do is click on it. I use it everday at work so I was able to provide an exceptional customer service to my clients.

What do you dislike about Intercom?
Intercom is useful in checking the footprint of all the clients I have interacted with. But there are times it will take for a minute for Intercom to sync all the contacts history.

What problems is Intercom solving and how is that benefiting you?
It solves my problem with composing my words correctly since Fin the AI was more accurate in giving me the right responses and articles to reference with.",True
10391586,2024-10-21T00:00:00,4.5,Mid-Market(51-1000 emp.),Senior IT Project Manager,"What do you like best about Intercom?
One of the best features, ticketing, allows me to create customer cases and track their requests; you can also see how many agents are focused on a customer's request and establish internal communication. This application is essential for improving customer service through chat, email, social media, technical support, and other channels. The application's built-in chat and messaging capabilities enable instant interaction with customers. This greatly improves response times and overall customer service satisfaction. By effectively handling repetitive questions, automation solutions such as workflows and chatbots have also greatly reduced our team's workload. Intercom is a well-structured program that anyone can use with ease.

What do you dislike about Intercom?
I can't predict the best results, and it's often difficult to find what you're looking for when searching for a name or even an email address, so I wish there was a better alternative with its search bar.

What problems is Intercom solving and how is that benefiting you?
Intercom has allowed us to strengthen the bond with our customers, which allows us to provide them with the highest quality service. It has made our customer service more efficient and improved user engagement. Our team can now focus more on strategic issues and customer success because of the time saved by automating routine processes. We have successfully organized the priority levels of all ticket requests, starting from the lowest to the most urgent. We can also use this feature to change the ticket status from Open to Awaiting Third Party. This makes our work much more efficient. Large companies and their customer portfolios can easily adapt to the speed of this tool.",True
10378056,2024-10-16T00:00:00,5.0,Mid-Market(51-1000 emp.),Director of Customer Accounts,"What do you like best about Intercom?
Not only is Intercom great with the features that they provide, but enabling them and using them is super simple.  They have really great help articles and guides on how to build and use the software.  A lot of times you can just get in and play around and figure things out really quickly because the software is so user-friendly.  Fin AI agent is helping our team answer questions more efficiently and helping us to take care of more customers with less people.  From Fin Ai to tracker tickets to help in our bug resolution process, Intercom is reaching into a lot of different parts of our business to make us more efficient and take care of issues more quickly.

What do you dislike about Intercom?
I really can't think of anything, love everything about this software.

What problems is Intercom solving and how is that benefiting you?
It is allowing us take care of more clients with fewer agents and the interactions with customers are better because they get answers more quickly.",True
10373951,2024-10-15T00:00:00,5.0,Small-Business(50 or fewer emp.),Founder,"What do you like best about Intercom?
What I like the most about Intercom is the seamless possibility to integrate it with our backend and all of our tools. Additionally, the wide variety of channels available to chat with our users—whether it's live chat, email, or in-app messaging—has made communication much more flexible and effective.

What do you dislike about Intercom?
What I dislike about Intercom is that, unfortunately, once you exit the 95% discount of the startup program, the pricing becomes quite hefty. This has led us to downgrade some of the amazing tools and features in order to save costs, which is a bit disappointing given how valuable they were for our operations.

What problems is Intercom solving and how is that benefiting you?
Intercom is solving the challenge of delivering a seamless user experience for our customers while providing us with a great deal of freedom thanks to its customizable workflows. The automation and workflows allow us to efficiently manage customer interactions at scale, ensuring that users get quick, relevant responses without overwhelming our support team.",True
10366336,2024-10-13T00:00:00,4.5,Mid-Market(51-1000 emp.),Head of Support,"What do you like best about Intercom?
We've been using Intercom and Fin, and it's been a lifesaver! Fin has been great at sorting through all the junk and flagging the real issues that only humans can handle. Plus, it was super easy to set up, and the Intercom support team has been awesome whenever we've run into any problems. The platform itself is really powerful for customer support, and the integrations with other apps we use have been a huge bonus. I definitely recommend it to anyone looking for a top-notch customer support solution!

What do you dislike about Intercom?
Intercom’s Fin has been a great addition to our team, but we’ve encountered one major issue. When we use it for email support, there’s no threading, which can get messy. Other than that, there are a few minor quirks, but nothing that’s a big deal. Overall, we’re happy with Intercom and Fin, but we hope they can address the email threading issue with Fin soon.

What problems is Intercom solving and how is that benefiting you?
Intercom is our go-to tool for handling customer support inquiries. It helps us keep track of all our conversations, prioritize tickets, and provide efficient support. We also use it to capture inbound sales leads from our website, making it easier to follow up and convert potential customers.",True
10343758,2024-10-06T00:00:00,4.5,Small-Business(50 or fewer emp.),Co-Founder,"What do you like best about Intercom?
We are a SaaS startup that began using Intercom three years ago. The Intercom Startup Program gave us significant cost savings during our first year. By integrating Intercom into our service, we’ve been able to offer instant assistance to our site visitors and users. The platform’s extensive documentation and responsive support have been invaluable in helping us take full advantage of its features. I highly recommend Intercom—it has streamlined our support workflows, saving both time and money while enabling us to provide more efficient service to our customers.

What do you dislike about Intercom?
While Intercom has good documentation, some users report slower response times from Intercom's own support team, which can be frustrating if you're dealing with a time-sensitive issue.

What problems is Intercom solving and how is that benefiting you?
We required a solution to offer real-time assistance to our site visitors and users, and Intercom’s live chat and automation features enabled us to respond swiftly, ensuring customer inquiries are handled efficiently. Additionally, we leveraged Intercom to create a help center for our customers, providing access to documentation and video tutorials that significantly simplified onboarding and enhanced the user experience with our platform.",True
10352236,2024-10-08T00:00:00,5.0,Small-Business(50 or fewer emp.),Customer Support Specialist,"What do you like best about Intercom?
As a customer support for over 7 years, I have used different types of CRM and I can say that Intercom is one of the most user-friendly! Not just that, it is easy to set up their Automations and FinAI is the best! Ever since we used their ""Suggested Help Articles"" we have been getting fewer tickets. So helpful!

What do you dislike about Intercom?
Right now, I can't think of anything, to be honest. So far, my experience with Intercom is great!

What problems is Intercom solving and how is that benefiting you?
I'm working as an Admin Assistant for this company and when I started they had a huge backlog, it was over 5K. However, since Intercom is easy to use, I was able to close all the tickets in less than a week. I really love Intercom's Suggested Help Articles! Most of the time we only get tickets (emails/chats) from our user if that is something they can't do on their end.",True
10326808,2024-10-04T00:00:00,5.0,Small-Business(50 or fewer emp.),Customer Success Manager / HR Manager,"What do you like best about Intercom?
Having access to the appropriate tools is crucial for me as our company's Customer Success Manager, since it determines our effectiveness and influence. For our team, Intercom's FIN AI Copilot has changed everything. Our operations and communication quality have significantly improved as a result of our capacity to rapidly access knowledge, automate responses, and provide real-time customer support.

My team has saved time on repetitive chores by using the AI Copilot's intuitive interface to swiftly access accurate information. Because of this, we are able to concentrate on offering our clients higher-value services, which has increased our response times and customer satisfaction levels. It's been a huge help to be able to optimize procedures without sacrificing service quality.

One particularly noteworthy aspect is the clever suggestion engine. The program makes sure that everyone is on the same page and gives team members—especially the more recent hires—greater confidence in their interactions by recommending suitable answers based on previous encounters. Furthermore, because the AI can learn from repeated interactions, it continuously adjusts to meet our needs and gradually increases our efficiency.

What do you dislike about Intercom?
Because Intercom has so many capabilities, new users or those not accustomed with the platform may find it daunting at times. Without significant training, navigating the depth of capability can be challenging.

What problems is Intercom solving and how is that benefiting you?
Live chat, automatic messaging, and FIN AI Copilot are just a few of the communication solutions offered by Intercom that enable speedier and more efficient replies. The Customer Success team saves time by providing precise replies without requiring additional investigation thanks to AI-driven insights. Better customer loyalty and retention result from this, which in turn leads to longer-term company growth and fewer churn problems.",True
10256035,2024-09-16T00:00:00,5.0,Small-Business(50 or fewer emp.),Co-Founder and Manager,"What do you like best about Intercom?
I use the Intercom chat service daily, and overall, it’s an excellent platform. The interface is intuitive and user-friendly, making it easy to navigate and manage multiple conversations at once.
I particularly appreciate how simple it is to insert files directly into chats, which helps streamline communication. The tool is also reliable and efficient, rarely having any downtime or issues. The search function generally works well, allowing me to quickly find previous conversations when needed.

What do you dislike about Intercom?
One small area for improvement is the search functionality. Occasionally, the results are a bit confusing, as the chats are not always sorted properly by date, which can make finding the correct conversation harder. It would be great to see this refined in future updates. Aside from that, I’m very satisfied with the service and highly recommend it!

What problems is Intercom solving and how is that benefiting you?
Intercom is solving the challenge of daily communication with customers, allowing me to efficiently manage multiple conversations at once.
With its user-friendly interface and reliable features, I can easily provide customer support, track conversations, and respond promptly.
This tool helps me stay organized and productive, enabling me to do my job effectively and maintain smooth communication with our clients.",True
10256007,2024-09-16T00:00:00,5.0,Mid-Market(51-1000 emp.),VP of Customer Support,"What do you like best about Intercom?
Intercom is an exceptional platform for customer experience, support, and engagement. Its user-friendly interface and dynamic features promote seamless product adoption. What stands out most is their team—support, sales, and account management all genuinely value feedback and foster a true partnership. Intercom's focus on AI has been a game-changer, saving us time and money. It's rare to find a vendor that feels like an extension of your team, and Intercom excels in both their product and customer relationship.

What do you dislike about Intercom?
While the platform excels overall, there are a couple of areas for improvement. The reporting features could be more robust, and some workflows could offer greater flexibility. However, these are largely personal preferences rather than flaws in the product.

What problems is Intercom solving and how is that benefiting you?
Intercom helps us streamline customer support, enhance engagement, and drive product adoption. Its live chat and automated workflows allow us to respond quickly to customer inquiries, improving satisfaction and reducing support response times. The platform's AI features save us time and resources by automating repetitive tasks, while its dynamic capabilities help us tailor customer interactions more effectively. This has led to improved efficiency, better customer experiences, and cost savings across our organization.",True
10592368,2024-12-02T00:00:00,5.0,Small-Business(50 or fewer emp.),Head of Customer Experience,"What do you like best about Intercom?
Loads of features that make it really easy to create specific experiences when you have a complicated product, the workflows tool is way better than any competitors.

Super easy to use and manage your conversation workload. Our agents really enjoy using it and much prefer it to the tool we used previously.

AI agent running off your knowledge base is super handy - we only need to update our product info in one place

Support are super helpful and can answer really technically complex questions, which is fab

Lots of options for building reports

What do you dislike about Intercom?
Lot of people will say the price. It is expensive, but when you compare that to the time you save over using something else, I think it's a bit of a no-brainer. They have simplified their pricing a lot more in the last year or so too, which makes it much better

The integration with HubSpot is not so good, but I think this was maybe on HubSpot's end. It made the migration across a bit of a pain, as our sales/success teams weren't able to see conversations in Intercom as easily as we'd have liked. This has been made a lot better with the introduction of Lite seats, which we didn't have before (also solvable if you know what you're doing with Zapier/Make)

But in short I'm definitely a fan

What problems is Intercom solving and how is that benefiting you?
It allows us to be really targeted in our approach to supporting our users. We have a complex platform with lots of different profiles of users, and Intercom makes it easy to serve each of these with the best content for them. It also makes it easy for our team to manage their workload - in HubSpot, this was a pain as all conversations had to be had in real time, and couldn't be snoozed.",True
10569616,2024-11-26T00:00:00,5.0,Small-Business(50 or fewer emp.),Owner/Marketing/Sales,"What do you like best about Intercom?
Simple, Easy to use and solves majority (if not all) our technical requests from inbound customers. This has been game-changer for our entire company, and provides top-management a full visual of chats, follow ups and customer journeys. It's been instrumental in our growth as a company, and at solving issues in our start up phase. We rely on this multiple times a day.

What do you dislike about Intercom?
not much to dislike. Required our full technical team to be a part of implementation, but thats mainly because our Sales and Marketing team are not incredibly tech savvy in back end development.

What problems is Intercom solving and how is that benefiting you?
It's our window into customer service and new product release (all communication). It's life saving.",True
10321818,2024-09-30T00:00:00,4.0,Mid-Market(51-1000 emp.),Product Marketing Manager,"What do you like best about Intercom?
I think it's a testament to Intercom that it's been the go-to tool for customer communications in the last three companies I've worked at, ranging from small startups to large public organisations.

As a Product Marketing Manager, I love how intuitive, user-centric, and visually appealing Intercom is. From recruiting users for beta testing to sending newsletters and building product tours, it's fantastic to cover such a range of capabilities with one single tool.

Their customer support team is also excellent. Whenever I've encountered a blocker, they've been quick to respond and provided great support.

What do you dislike about Intercom?
On the downside, because it's such a powerful tool, I often find myself Googling where specific features live, even after years of using it. Improved in-platform navigation and searchability would make a big difference.

What problems is Intercom solving and how is that benefiting you?
Communicating the value of our product to customers and increasing adoption",True
10278300,2024-09-19T00:00:00,4.5,Small-Business(50 or fewer emp.),Customer Success Manager,"What do you like best about Intercom?
I love that Intercom has a widely integrated system to provide granularity and precision when we build customer communication strategies. I can be very specific, and there are many functionalities I can choose from. It's my daily job to use Intercom and I really like how easy it is to get in touch with my customers, providing support not only via chat, bu being able to link knowledge base articles as well is really powerful!

What do you dislike about Intercom?
AI is still a bit confuse to set, also not being able to delete some old stuff. This has been improving with time, though.

What problems is Intercom solving and how is that benefiting you?
Addressing communication with customers. Intercom allows me not only to have a Live Chat connected to our knowledge base articles (and AI can start replying  using this source), but also to add banners for urgent communication, pop-ups for news and warnings, it's really powerful.",True
10523393,2024-11-17T00:00:00,4.0,Small-Business(50 or fewer emp.),Owner,"What do you like best about Intercom?
Intercom has a complete package of customer service tools, including documentation (knowledgebase), on-site messaging, ticketing, site tours, and other user adoption tools. The app itself is blazing fast, which is a pleasure to work with. The Wordpress plugin works like a charm: if you run a Wordpress site, user data is synched automatically with the plugin. I appreciate the fact that the tool is not metered by number of users, so if you have a large number of free users, you don't get charged unless you send them certain types of messages. Customer service is always friendly and usually can help me get to the answer. Their own AI customer service tool is generally good & saves a lot of time.

What do you dislike about Intercom?
There is definitely a steeper learning curve than I was expecting, as a solopreneur. Some things are really much better if you can get developer hours (on-site tours and event tracking are examples). Some parts of the tool are not customizable -- you have to accept the existing formatting or setup (banners, site tours, posts). There is no built-in option for multilingual site tours.

What problems is Intercom solving and how is that benefiting you?
User adoption was my primary challenge. I liked that Intercom can give site tours, on-site messaging, chatbots, and documentation all in one tool. They are stronger with chatbots, help desk, and tickets, and relatively less strong with site tours. However, the fact that they have it all is what sold me on Intercom.",True
10402108,2024-10-23T00:00:00,4.5,Small-Business(50 or fewer emp.),Customer service representative,"What do you like best about Intercom?
One thing that fascinates me about using Intercom is the fact that I can constantly see how many users I have contacted on a daily basis and can quickly access a conversation with them.

What do you dislike about Intercom?
I consider that it's not something that I dislike completely, but perhaps the aesthetic customization within the app could be improved a bit. It doesn't look bad, but considering how good everything is in general, I would say that this is an opportunity for growth in that aspect.

What problems is Intercom solving and how is that benefiting you?
In general, Intercom benefits my colleagues and me with the ease and efficiency we have in attending to the requirements of our users, in addition to having multiple AI tools that help us with each user and response times.",True
10050347,2024-08-26T00:00:00,4.5,Small-Business(50 or fewer emp.),Front-end Developer,"What do you like best about Intercom?
I really love the fact that I can solve a lot of problems of my company hiring only one product. We send e-mails, created our news feed, implemented a chat, added tooltips, etc.

What do you dislike about Intercom?
Unfortunately, the UI could be better. We frequently spend some time finding where is an specific setting or feature. Some tables could have more sorting options. Only a few columns could be sorted on certain screens.

What problems is Intercom solving and how is that benefiting you?
The main reason that we hired Intercom was the Live Chat and Help Desk. It's really greater than the competitors that we tried. After that, we started to added some tooltips to explain some features and created our news feed to show the software changelog. We started to send some e-mails through Intercom too. It's not the best mail builder that we used, but it's very convenient. Maybe in the future we can use only Intercom for that too.",True
9992921,2024-08-12T00:00:00,5.0,Mid-Market(51-1000 emp.),Customer Service and Operations Senior Executive,"What do you like best about Intercom?
The Customer Satisfaction report has become a must in my daily and weekly review regarding the interactions we have had with our users and makes it easier for the manager to track what can be improved in our end and provide feedback to our employees on time to increase the satisfaction of our customers!

What do you dislike about Intercom?
I would prefer if the Conversations report gave the manager the chance to consult what were the chats we received on a specific time frame, and forward us to the link of the conversation, that would help us speed up our Quality reviews since nowadays, we only get to see the volume of chats, but not what those chats were.

What problems is Intercom solving and how is that benefiting you?
It has helped us to identify the timeframes where we get the highest traffic, and that has lead us to adapt our operational schedules to meet those needs and have our staff ready whenever we need more people on board to attend the most number of chats possible.",True
10562125,2024-11-25T00:00:00,4.5,Small-Business(50 or fewer emp.),Head of Onboarding at Preflect,"What do you like best about Intercom?
The ability to keep daily communications with customers in one place and easily respond to live chat as well as automate email drips.

What do you dislike about Intercom?
Having to upload images that we send for FAQs every time. If there was a library where we could keep all these in intercom,  it would be a game changer.

What problems is Intercom solving and how is that benefiting you?
Intercom allows us to keep in touch with our platform users, provide live chat support, resolve help tickets and streamline overall communications. Intercom provides a way to implement help articles easily in to emails, live chat and send emails to users from one place.",True
10640547,2024-12-12T00:00:00,1.5,Mid-Market(51-1000 emp.),NOT GIVEN,"What do you like best about Intercom?
There are 2 parts to my department, support and success. For support, intercom has been very helpful; however, for success it has been a nightmare. The sales representatives at intercom assured us that their platform can be used as a CRM and we fell for it. It is difficult to use, picks and chooses when to save data, and if a CSV is uploaded, intercom will delete other information randomly. Also, customer service at intercom is probably the worst I've ever encountered.

What do you dislike about Intercom?
See above - bad customer service, unreliable platform for CRM purposes

What problems is Intercom solving and how is that benefiting you?
Intercom has been great for customer support. It is built into our interface and allows customers to access self service or contact our support team right away.",False
10351499,2024-10-08T00:00:00,4.5,Mid-Market(51-1000 emp.),Customer Success Specialist,"What do you like best about Intercom?
Intercom makes it really easy to provide effective customer support with a multifaceted approach. It integrates directly with your platform so that you can communicate with customers in all different fashions, being as loud or quiet as you'd like to be with those communications. Walk customers through your platform with tool tips, make announcements about product updates or upcoming platform maintenance, and quickly reply to customer questions via the chat function. The number of possibilities with Intercom are almost endless.

What do you dislike about Intercom?
Because there are so many capabilities within Intercom, it can be difficult to understand the best approach for your goals.

What problems is Intercom solving and how is that benefiting you?
Intercom helps our team to collaborate manage an inbox of customer questions together.",True
9928188,2024-07-26T00:00:00,5.0,Small-Business(50 or fewer emp.),Customer Service Representative,"What do you like best about Intercom?
The ease! First time Intercom user but my line manager did not have to spend much time training me how to use this. I'm sure we've not maximized its full potential yet but that's because our field isn't really that intensive on tech, so what we use it for, which are mostly customer service, live chat, and email, and its needs are met!

What do you dislike about Intercom?
There isn't any that I could name, to be honest, as I feel I have at my disposal all the features that I need for my role. I understand this asks for cons, and sorry I still gave pros! :p

What problems is Intercom solving and how is that benefiting you?
It helps by giving me options! Not having to tab out to Gmail to write emails is a superb feature. It helps with efficiency by allowing the storing of macros. The integration with Hubspot saves me a few clicks, and keeping records, notes, on customer's queries!",True
8539837,2024-10-19T00:00:00,5.0,Mid-Market(51-1000 emp.),Customer service representative,"What do you like best about Intercom?
I like it best when we can use third-party AI assistance like Grammarly without experiencing any bugs or issues. I like it even more because the interface is very simple which makes it easier for us/ me to navigate the tool.

What do you dislike about Intercom?
What I dislike about it is that sometimes there is a delay but I'm not really sure if an external issue can be also the cause of it like a network connection error.

What problems is Intercom solving and how is that benefiting you?
The intercom makes it easier for us to communicate with the customers. The simple interface makes our work more efficient and precise which helps us not be hassled when doing our Job.",True
